file_path,class_name,method_name,http_method,endpoint_url,flat_permissions,inferred_page_slug,inferred_crud_action
SMBackend/src/main/java/com/School/School_management/Controller/AboutSchoolController.java,AboutSchoolController,delete,DELETE,/api/about-schools/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,about-schools,delete
SMBackend/src/main/java/com/School/School_management/Controller/AboutSchoolController.java,AboutSchoolController,update,PUT,/api/about-schools/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,about-schools,edit
SMBackend/src/main/java/com/School/School_management/Controller/AcademicYearController.java,AcademicYearController,delete,DELETE,/api/academic-years/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,academic-year,delete
SMBackend/src/main/java/com/School/School_management/Controller/AcademicYearController.java,AcademicYearController,update,PUT,/api/academic-years/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,academic-year,edit
SMBackend/src/main/java/com/School/School_management/Controller/AdmitCardSettingController.java,AdmitCardSettingController,delete,DELETE,/api/admit-card-settings/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,admit-card-setting,delete
SMBackend/src/main/java/com/School/School_management/Controller/AdmitCardSettingController.java,AdmitCardSettingController,getById,GET,/api/admit-card-settings/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,admit-card-setting,view
SMBackend/src/main/java/com/School/School_management/Controller/AdmitCardSettingController.java,AdmitCardSettingController,update,PUT,/api/admit-card-settings/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,admit-card-setting,edit
SMBackend/src/main/java/com/School/School_management/Controller/AssignmentController.java,AssignmentController,createAssignment,POST,/api/assignments,ASSIGNMENT_MANAGE|ASSIGNMENT_MANAGE_ASSIGNED|*,assignment,add
SMBackend/src/main/java/com/School/School_management/Controller/AssignmentController.java,AssignmentController,deleteAssignment,DELETE,/api/assignments/{id},ASSIGNMENT_MANAGE|ASSIGNMENT_MANAGE_ASSIGNED|*|/{id},assignment,delete
SMBackend/src/main/java/com/School/School_management/Controller/AssignmentController.java,AssignmentController,getAllAssignments,GET,/api/assignments,ASSIGNMENT_MANAGE|ASSIGNMENT_VIEW_OWN|ASSIGNMENT_VIEW_CHILD|ASSIGNMENT_MANAGE_ASSIGNED|*,assignment,view
SMBackend/src/main/java/com/School/School_management/Controller/AssignmentController.java,AssignmentController,getAssignmentById,GET,/api/assignments/{id},ASSIGNMENT_MANAGE|ASSIGNMENT_VIEW_OWN|ASSIGNMENT_VIEW_CHILD|ASSIGNMENT_MANAGE_ASSIGNED|*|/{id},assignment,view
SMBackend/src/main/java/com/School/School_management/Controller/AssignmentController.java,AssignmentController,getAssignmentsForStudent,GET,/api/assignments/student/{studentId},ASSIGNMENT_MANAGE|ASSIGNMENT_VIEW_OWN|ASSIGNMENT_VIEW_CHILD|ASSIGNMENT_MANAGE_ASSIGNED|*|/student/{studentId},assignment,view
SMBackend/src/main/java/com/School/School_management/Controller/AssignmentController.java,AssignmentController,updateAssignment,PUT,/api/assignments/{id},ASSIGNMENT_MANAGE|ASSIGNMENT_MANAGE_ASSIGNED|*|/{id},assignment,edit
SMBackend/src/main/java/com/School/School_management/Controller/AwardController.java,AwardController,delete,DELETE,/api/awards/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,awards,delete
SMBackend/src/main/java/com/School/School_management/Controller/AwardController.java,AwardController,update,PUT,/api/awards/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,awards,edit
SMBackend/src/main/java/com/School/School_management/Controller/BookController.java,BookController,delete,DELETE,/api/books/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,books,delete
SMBackend/src/main/java/com/School/School_management/Controller/BookController.java,BookController,update,PUT,/api/books/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,books,edit
SMBackend/src/main/java/com/School/School_management/Controller/CandidateController.java,CandidateController,delete,DELETE,/api/candidates/{id},CANDIDATE|*,candidate,delete
SMBackend/src/main/java/com/School/School_management/Controller/CategoryController.java,CategoryController,delete,DELETE,/api/categories/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,categories,delete
SMBackend/src/main/java/com/School/School_management/Controller/CategoryController.java,CategoryController,getById,GET,/api/categories/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,categories,view
SMBackend/src/main/java/com/School/School_management/Controller/CategoryController.java,CategoryController,update,PUT,/api/categories/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,categories,edit
SMBackend/src/main/java/com/School/School_management/Controller/CertificateTypeController.java,CertificateTypeController,delete,DELETE,/api/certificate-types/{id},CERTIFICATE_TYPE|SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,certificate-type,delete
SMBackend/src/main/java/com/School/School_management/Controller/CertificateTypeController.java,CertificateTypeController,getById,GET,/api/certificate-types/{id},CERTIFICATE_TYPE|SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,certificate-type,view
SMBackend/src/main/java/com/School/School_management/Controller/CertificateTypeController.java,CertificateTypeController,update,PUT,/api/certificate-types/{id},CERTIFICATE_TYPE|SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,certificate-type,edit
SMBackend/src/main/java/com/School/School_management/Controller/ClassLectureController.java,ClassLectureController,create,POST,/api/class-lectures,CLASS_VIEW_ASSIGNED|CLASS_MANAGE|*,class-lecture,add
SMBackend/src/main/java/com/School/School_management/Controller/ClassLectureController.java,ClassLectureController,delete,DELETE,/api/class-lectures/{id},CLASS_VIEW_ASSIGNED|CLASS_MANAGE|*,class-lecture,delete
SMBackend/src/main/java/com/School/School_management/Controller/ClassLectureController.java,ClassLectureController,getById,GET,/api/class-lectures/{id},CLASS_VIEW_ASSIGNED|CLASS_MANAGE|*,class-lecture,view
SMBackend/src/main/java/com/School/School_management/Controller/ClassLectureController.java,ClassLectureController,update,PUT,/api/class-lectures/{id},CLASS_VIEW_ASSIGNED|CLASS_MANAGE|*,class-lecture,edit
SMBackend/src/main/java/com/School/School_management/Controller/ClassRoutineController.java,ClassRoutineController,create,POST,/api/class-routines,CLASS_ROUTINE_VIEW|CLASS_ROUTINE_MANAGE|*,class-routine,add
SMBackend/src/main/java/com/School/School_management/Controller/ClassRoutineController.java,ClassRoutineController,delete,DELETE,/api/class-routines/{id},CLASS_ROUTINE_VIEW|CLASS_ROUTINE_MANAGE|*|/{id},class-routine,delete
SMBackend/src/main/java/com/School/School_management/Controller/ClassRoutineController.java,ClassRoutineController,getAll,GET,/api/class-routines,CLASS_ROUTINE_VIEW|CLASS_ROUTINE_MANAGE|*,class-routine,view
SMBackend/src/main/java/com/School/School_management/Controller/ClassRoutineController.java,ClassRoutineController,getById,GET,/api/class-routines/{id},CLASS_ROUTINE_VIEW|CLASS_ROUTINE_MANAGE|*|/{id},class-routine,view
SMBackend/src/main/java/com/School/School_management/Controller/ClassRoutineController.java,ClassRoutineController,update,PUT,/api/class-routines/{id},CLASS_ROUTINE_VIEW|CLASS_ROUTINE_MANAGE|*|/{id},class-routine,edit
SMBackend/src/main/java/com/School/School_management/Controller/DepartmentController.java,DepartmentController,delete,DELETE,/api/departments/{id},DEPARTMENT_MANAGE|*,departments,delete
SMBackend/src/main/java/com/School/School_management/Controller/DepartmentController.java,DepartmentController,update,PUT,/api/departments/{id},DEPARTMENT_MANAGE|*,departments,edit
SMBackend/src/main/java/com/School/School_management/Controller/DesignationController.java,DesignationController,delete,DELETE,/api/designations/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,designations,delete
SMBackend/src/main/java/com/School/School_management/Controller/DesignationController.java,DesignationController,update,PUT,/api/designations/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,designations,edit
SMBackend/src/main/java/com/School/School_management/Controller/DiscountController.java,DiscountController,delete,DELETE,/api/discounts/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,discount,delete
SMBackend/src/main/java/com/School/School_management/Controller/DiscountController.java,DiscountController,update,PUT,/api/discounts/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,discount,edit
SMBackend/src/main/java/com/School/School_management/Controller/DonorController.java,DonorController,delete,DELETE,/api/donors/{id},DONOR|*,donors,delete
SMBackend/src/main/java/com/School/School_management/Controller/EBookController.java,EBookController,delete,DELETE,/api/ebooks/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,ebooks,delete
SMBackend/src/main/java/com/School/School_management/Controller/EBookController.java,EBookController,update,PUT,/api/ebooks/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,ebooks,edit
SMBackend/src/main/java/com/School/School_management/Controller/EmployeeController.java,EmployeeController,delete,DELETE,/api/employees/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,employees,delete
SMBackend/src/main/java/com/School/School_management/Controller/EmployeeController.java,EmployeeController,update,PUT,/api/employees/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,employees,edit
SMBackend/src/main/java/com/School/School_management/Controller/ExamGradeController.java,ExamGradeController,delete,DELETE,/api/exam-grades/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,exam-grade,delete
SMBackend/src/main/java/com/School/School_management/Controller/ExamGradeController.java,ExamGradeController,update,PUT,/api/exam-grades/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,exam-grade,edit
SMBackend/src/main/java/com/School/School_management/Controller/ExamInstructionController.java,ExamInstructionController,delete,DELETE,/api/exam-instructions/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,exam-instruction,delete
SMBackend/src/main/java/com/School/School_management/Controller/ExamInstructionController.java,ExamInstructionController,update,PUT,/api/exam-instructions/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,exam-instruction,edit
SMBackend/src/main/java/com/School/School_management/Controller/ExamTermController.java,ExamTermController,delete,DELETE,/api/exam-terms/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,exam-term,delete
SMBackend/src/main/java/com/School/School_management/Controller/ExamTermController.java,ExamTermController,update,PUT,/api/exam-terms/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,exam-term,edit
SMBackend/src/main/java/com/School/School_management/Controller/ExpenditureController.java,ExpenditureController,delete,DELETE,/api/expenditures/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,expenditures,delete
SMBackend/src/main/java/com/School/School_management/Controller/ExpenditureController.java,ExpenditureController,update,PUT,/api/expenditures/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,expenditures,edit
SMBackend/src/main/java/com/School/School_management/Controller/ExpenditureHeadController.java,ExpenditureHeadController,delete,DELETE,/api/expenditure-heads/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,expenditure-heads,delete
SMBackend/src/main/java/com/School/School_management/Controller/ExpenditureHeadController.java,ExpenditureHeadController,update,PUT,/api/expenditure-heads/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,expenditure-heads,edit
SMBackend/src/main/java/com/School/School_management/Controller/FaqController.java,FaqController,delete,DELETE,/api/faqs/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,faqs,delete
SMBackend/src/main/java/com/School/School_management/Controller/FaqController.java,FaqController,update,PUT,/api/faqs/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,faqs,edit
SMBackend/src/main/java/com/School/School_management/Controller/FeedbackController.java,FeedbackController,deleteFeedback,DELETE,/api/feedbacks/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,feedbacks,delete
SMBackend/src/main/java/com/School/School_management/Controller/FeedbackController.java,FeedbackController,togglePublish,PATCH,/api/feedbacks/{id}/toggle-publish,SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,feedbacks,edit
SMBackend/src/main/java/com/School/School_management/Controller/FeeTypeController.java,FeeTypeController,delete,DELETE,/api/fee-types/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,fee-type,delete
SMBackend/src/main/java/com/School/School_management/Controller/FeeTypeController.java,FeeTypeController,update,PUT,/api/fee-types/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,fee-type,edit
SMBackend/src/main/java/com/School/School_management/Controller/FrontendPageController.java,FrontendPageController,delete,DELETE,/api/frontend-pages/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,frontend-pages,delete
SMBackend/src/main/java/com/School/School_management/Controller/FrontendPageController.java,FrontendPageController,update,PUT,/api/frontend-pages/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,frontend-pages,edit
SMBackend/src/main/java/com/School/School_management/Controller/GuardianController.java,GuardianController,delete,DELETE,/api/guardians/{id},GUARDIAN|*,guardian,delete
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,activate,PATCH,/api/head-offices/{id}/activate,HEAD_OFFICE_MANAGE|*|/{id}/activate,head-offices,edit
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,createWithAdmin,POST,/api/head-offices/create-with-admin,HEAD_OFFICE_MANAGE|*|/create-with-admin,head-offices,add
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,deactivate,PATCH,/api/head-offices/{id}/deactivate,HEAD_OFFICE_MANAGE|*|/{id}/deactivate,head-offices,edit
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,delete,DELETE,/api/head-offices/{id},HEAD_OFFICE_MANAGE|*|/{id},head-offices,delete
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,getAdmin,GET,/api/head-offices/{id}/admin,HEAD_OFFICE_MANAGE|*|/{id}/admin,head-offices,view
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,getAll,GET,/api/head-offices,HEAD_OFFICE_MANAGE|*,head-offices,view
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,getById,GET,/api/head-offices/{id},HEAD_OFFICE_MANAGE|*|/{id},head-offices,view
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,update,PATCH,/api/head-offices/{id},HEAD_OFFICE_MANAGE|*|/{id},head-offices,edit
SMBackend/src/main/java/com/School/School_management/Controller/HeadOfficeController.java,HeadOfficeController,updateAdmin,PATCH,/api/head-offices/{id}/admin,HEAD_OFFICE_MANAGE|*|/{id}/admin,head-offices,edit
SMBackend/src/main/java/com/School/School_management/Controller/HolidayController.java,HolidayController,delete,DELETE,/api/holidays/{id},ADMIN_USER_MANAGE|SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,holiday,delete
SMBackend/src/main/java/com/School/School_management/Controller/HostelController.java,HostelController,delete,DELETE,/api/hostels/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,hostels,delete
SMBackend/src/main/java/com/School/School_management/Controller/HostelController.java,HostelController,getById,GET,/api/hostels/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,hostels,view
SMBackend/src/main/java/com/School/School_management/Controller/HostelController.java,HostelController,update,PUT,/api/hostels/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,hostels,edit
SMBackend/src/main/java/com/School/School_management/Controller/IdCardSettingController.java,IdCardSettingController,delete,DELETE,/api/id-card-settings/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,id-card-setting,delete
SMBackend/src/main/java/com/School/School_management/Controller/IdCardSettingController.java,IdCardSettingController,getById,GET,/api/id-card-settings/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,id-card-setting,view
SMBackend/src/main/java/com/School/School_management/Controller/IdCardSettingController.java,IdCardSettingController,update,PUT,/api/id-card-settings/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,id-card-setting,edit
SMBackend/src/main/java/com/School/School_management/Controller/IncomeController.java,IncomeController,delete,DELETE,/api/incomes/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,incomes,delete
SMBackend/src/main/java/com/School/School_management/Controller/IncomeController.java,IncomeController,update,PUT,/api/incomes/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,incomes,edit
SMBackend/src/main/java/com/School/School_management/Controller/IncomeHeadController.java,IncomeHeadController,delete,DELETE,/api/income-heads/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,income-heads,delete
SMBackend/src/main/java/com/School/School_management/Controller/IncomeHeadController.java,IncomeHeadController,update,PUT,/api/income-heads/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,income-heads,edit
SMBackend/src/main/java/com/School/School_management/Controller/IssueController.java,IssueController,delete,DELETE,/api/issues/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,issues,delete
SMBackend/src/main/java/com/School/School_management/Controller/IssueController.java,IssueController,getById,GET,/api/issues/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,issues,view
SMBackend/src/main/java/com/School/School_management/Controller/IssueController.java,IssueController,update,PUT,/api/issues/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,issues,edit
SMBackend/src/main/java/com/School/School_management/Controller/LeaveApplicationController.java,LeaveApplicationController,delete,DELETE,/api/leave-applications/{id},ADMIN_USER_MANAGE|SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,leave-application,delete
SMBackend/src/main/java/com/School/School_management/Controller/LeaveTypeController.java,LeaveTypeController,delete,DELETE,/api/leave-types/{id},ADMIN_USER_MANAGE|SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,leave-type,delete
SMBackend/src/main/java/com/School/School_management/Controller/LessonController.java,LessonController,create,POST,/api/lessons,LESSON_MANAGE|LESSON_MANAGE_ASSIGNED|*,lesson,add
SMBackend/src/main/java/com/School/School_management/Controller/LessonController.java,LessonController,delete,DELETE,/api/lessons/{id},LESSON_MANAGE|LESSON_MANAGE_ASSIGNED|*|/{id},lesson,delete
SMBackend/src/main/java/com/School/School_management/Controller/LessonController.java,LessonController,getAll,GET,/api/lessons,LESSON_MANAGE|LESSON_MANAGE_ASSIGNED|LESSON_VIEW_OWN|LESSON_VIEW_CHILD|*,lesson,view
SMBackend/src/main/java/com/School/School_management/Controller/LessonController.java,LessonController,update,PUT,/api/lessons/{id},LESSON_MANAGE|LESSON_MANAGE_ASSIGNED|*|/{id},lesson,edit
SMBackend/src/main/java/com/School/School_management/Controller/LessonPlanEntryController.java,LessonPlanEntryController,create,POST,/api/lesson-plan-entries,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*,lesson-plan-entries,add
SMBackend/src/main/java/com/School/School_management/Controller/LessonPlanEntryController.java,LessonPlanEntryController,delete,DELETE,/api/lesson-plan-entries/{id},LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*|/{id},lesson-plan-entries,delete
SMBackend/src/main/java/com/School/School_management/Controller/LessonPlanEntryController.java,LessonPlanEntryController,getAll,GET,/api/lesson-plan-entries,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|LESSON_PLAN_VIEW_OWN|LESSON_PLAN_VIEW_CHILD|*,lesson-plan-entries,view
SMBackend/src/main/java/com/School/School_management/Controller/LessonPlanEntryController.java,LessonPlanEntryController,update,PUT,/api/lesson-plan-entries/{id},LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*|/{id},lesson-plan-entries,edit
SMBackend/src/main/java/com/School/School_management/Controller/LessonStatusController.java,LessonStatusController,pageData,GET,/api/lesson-status/page-data,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|LESSON_PLAN_VIEW_OWN|LESSON_PLAN_VIEW_CHILD|*|/page-data,lesson-status,view
SMBackend/src/main/java/com/School/School_management/Controller/LessonStatusController.java,LessonStatusController,updateLesson,PUT,/api/lesson-status/update-lesson,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*|/update-lesson,lesson-status,edit
SMBackend/src/main/java/com/School/School_management/Controller/LessonStatusController.java,LessonStatusController,updateTopic,PUT,/api/lesson-status/update-topic,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*|/update-topic,lesson-status,edit
SMBackend/src/main/java/com/School/School_management/Controller/LessonTimelineController.java,LessonTimelineController,lessons,GET,/api/lesson-timeline/lessons,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|LESSON_PLAN_VIEW_OWN|LESSON_PLAN_VIEW_CHILD|*|/lessons,lesson-timeline,view
SMBackend/src/main/java/com/School/School_management/Controller/LessonTimelineController.java,LessonTimelineController,planView,GET,/api/lesson-timeline/plan-view,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|LESSON_PLAN_VIEW_OWN|LESSON_PLAN_VIEW_CHILD|*|/plan-view,lesson-timeline,view
SMBackend/src/main/java/com/School/School_management/Controller/LessonTimelineController.java,LessonTimelineController,topics,GET,/api/lesson-timeline/lessons/{lessonId}/topics,LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|LESSON_PLAN_VIEW_OWN|LESSON_PLAN_VIEW_CHILD|*|/lessons/{lessonId}/topics,lesson-timeline,view
SMBackend/src/main/java/com/School/School_management/Controller/LessonTimelineController.java,LessonTimelineController,updateLesson,PUT,/api/lesson-timeline/lessons/{lessonId},LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*|/lessons/{lessonId},lesson-timeline,edit
SMBackend/src/main/java/com/School/School_management/Controller/LessonTimelineController.java,LessonTimelineController,updateTopic,PUT,/api/lesson-timeline/topics/{topicId},LESSON_PLAN_MANAGE|LESSON_PLAN_MANAGE_ASSIGNED|*|/topics/{topicId},lesson-timeline,edit
SMBackend/src/main/java/com/School/School_management/Controller/LibraryIssueController.java,LibraryIssueController,delete,DELETE,/api/library-issues/{id},SCHOOL_MANAGE|HEAD_OFFICE_SCHOOL_MANAGE|*,library-issues,delete
